0	155
156	203
204	328
329	838
839	1159
1160	1710
1711	1753
1754	1792
1793	1834
1835	1943
1944	2078
2079	2112
2113	2166
2167	2245
2246	2269
2270	2299
2300	2343
2344	2356
2357	2439
2440	2498
2499	2602
2603	2651
2652	2727
2728	2768
2769	2791
2792	2818
2819	2851
2852	2888
2889	2935
2936	3069
3070	3106
3107	3151
3152	3187
3188	3292
3293	3309
3310	3336
3337	3386
3387	3411
3412	3440
3441	3474
3475	3497
3498	3519
3520	3542
3543	3563
3564	3701
3702	3741
3742	3789
3790	3817
3818	3836
3837	3871
3872	3910
3911	3932
3933	3963
3964	3981
3982	4066
4067	4088
4089	4143
4144	4177
4178	4198
4199	4362
4363	4413
4414	4465
4466	4623
4624	4702
4703	4746
4747	4788
4789	4813
4814	5257
5258	5302
5303	5334
5335	6373
6374	6482
6483	6736
6737	6796
6797	6826
6827	6868
6869	6951
6952	7030
7031	7086
7087	7323
7324	7431
7432	7594
7595	7692
7693	7742
7743	7806
7807	7830
7831	7861
7862	7961
7962	7982
7983	8009
8010	8049
8050	8117
8118	8135
8136	8163
8164	8185
8186	8228
8229	8298
8299	8327
8328	8340
8341	8366
8367	8396
8397	8406
8407	8440
8441	8457
8458	8482
8483	8530
8531	8563
8564	8603
8604	8614
8615	8642
8643	8686
8687	8732
8733	8748
8749	8786
8787	8810
8811	8852
8853	8868
8869	8901
8902	8913
8914	8966
8967	9028
9029	9060
9061	9092
9093	9103
9104	9111
9112	9133
9134	9161
9162	9181
9182	9231
9232	9278
9279	9319
9320	9348
9349	9466
9467	9513
9514	9567
9568	9600
9601	9635
9636	9704
9705	9735
9736	9781
9782	9812
9813	9870
9871	9905
9906	9941
9942	9997
9998	10018
10019	10041
10042	10079
10080	10134
10135	10179
10180	10206
10207	10242
10243	10266
10267	10296
10297	10336
10337	10407
10408	10447
10448	10472
10473	11072
11073	11125
11126	11160
11161	11216
11217	11359
11360	11462
11463	11521
11522	11571
11572	11648
11649	11705
11706	11739
11740	11782
11783	11842
11843	11873
11874	11913
11914	12022
12023	12134
12135	12278
12279	12321
12322	12360
12361	12402
12403	12440
12441	12464
12465	12485
12486	12494
12495	12538
12539	12613
12614	12660
12661	12726
12727	12789
12790	12855
12856	12952
12953	13009
13010	13052
13053	13081
13082	13113
13114	13146
13147	13202
13203	13231
13232	13397
13398	13459
13460	13514
13515	13547
13548	13610
13611	13684
13685	13721
13722	13838
13839	13886
13887	13928
13929	13964
13965	13978
13979	13987
13988	14028
14029	14054
14055	14066
14067	14124
14125	14180
14181	14211
14212	14289
14290	14329
14330	14371
14372	14447
14448	14480
14481	14533
14534	14557
14558	14578
14579	14603
14604	14671
14672	14699
14700	14715
14716	14740
14741	14791
14792	14809
14810	14903
14904	14926
14927	14957
14958	14976
14977	14996
14997	15015
15016	15035
15036	15070
15071	15113
15114	15201
15202	15217
15218	15552
15553	15724
15725	15866
15867	15916
15917	16300
16301	16399
16400	16707
16708	16750
16751	16797
16798	16933
16934	17030
17031	17417
17418	17436
17437	17502
17503	17616
17617	17667
17668	17721
17722	17791
17792	17822
17823	17849
17850	17877
17878	17959
17960	18020
18021	18081
18082	18115
18116	18208
18209	18259
18260	18295
18296	18343
18344	18421
18422	18489
18490	18518
18519	18555
18556	18613
18614	18673
18674	18709
18710	18734
18735	18763
18764	18785
18786	18824
18825	18855
18856	18874
18875	18898
18899	18919
18920	18990
18991	19012
19013	19043
19044	19055
19056	19141
19142	19166
19167	19195
19196	19241
19242	19300
19301	19414
19415	19441
19442	19462
19463	19481
19482	19521
19522	19541
19542	19579
19580	19681
19682	19728
19729	19757
19758	19787
19788	19836
19837	19976
19977	20016
20017	20103
20104	20131
20132	20382
20383	20458
20459	20519
20520	20582
20583	20619
20620	20649
20650	20708
20709	20908
20909	20978
20979	21077
21078	21127
21128	21157
21158	21251
21252	21316
21317	21391
21392	21549
21550	21611
21612	21664
21665	21705
21706	21767
21768	21828
21829	21870
21871	21916
21917	21935
21936	22008
22009	22098
22099	22268
22269	22411
22412	22500
22501	22585
22586	22615
22616	22842
22843	22955
22956	22990
22991	23029
23030	23110
23111	23331
23332	23468
23469	23531
23532	23649
23650	23718
23719	23764
23765	23809
23810	23983
23984	24017
24018	24125
24126	24173
24174	24241
24242	24274
24275	24306
24307	24338
24339	24366
24367	24398
24399	24441
24442	24519
24520	24589
24590	24612
24613	24632
24633	24654
24655	24679
24680	24743
24744	24770
24771	24835
24836	24911
24912	24979
24980	25016
25017	25069
25070	25131
25132	25276
25277	25391
25392	25445
25446	25554
25555	25640
25641	25759
25760	25849
25850	25876
25877	25911
25912	25935
25936	26014
26015	26110
26111	26158
26159	26193
26194	26340
26341	26381
26382	26479
26480	26523
26524	26568
26569	26669
26670	26752
26753	26917
26918	26970
26971	27004
27005	27100
27101	27136
27137	27153
27154	27209
27210	27246
27247	27287
27288	27317
27318	27409
27410	27476
27477	27569
27570	27629
27630	27664
27665	27758
27759	27784
27785	27810
27811	27847
27848	27904
27905	27967
27968	28011
28012	28042
28043	28087
28088	28114
28115	28158
28159	28205
28206	28321
28322	28399
28400	28476
28477	28583
28584	30017
30018	30057
30058	30087
30088	30226
30227	30376
30377	30416
30417	30477
30478	30502
30503	30524
30525	30538
30539	30594
30595	30607
30608	30669
30670	30743
30744	31106
31107	31139
31140	31161
31162	31179
31180	31212
31213	31236
31237	31257
31258	31271
31272	31303
31304	31367
31368	31402
31403	31418
31419	31432
31433	31447
31448	31478
31479	31500
31501	31548
31549	31584
31585	31612
31613	31640
31641	31657
31658	31686
31687	31703
31704	31720
31721	31736
31737	31771
31772	31800
31801	31834
31835	31862
31863	31984
31985	32028
32029	32064
32065	32099
32100	32213
32214	32274
32275	32317
32318	32354
32355	32423
32424	32449
32450	32595
32596	32629
32630	32720
32721	32786
32787	32861
32862	32911
32912	32954
32955	33057
33058	33087
33088	33152
33153	33184
33185	33222
33223	33288
33289	33332
33333	33357
33358	33432
33433	33581
33582	33620
33621	33633
33634	33712
33713	33855
33856	33910
33911	34120
34121	34153
34154	34217
34218	34268
34269	34329
34330	34389
34390	34446
34447	34487
34488	34566
